driver,kart,tires,glider,weight,acceleration,on road traction,off road traction,mini-turbo,ground speed,water speed,anti-gravity speed,air speed,ground handling,water handling,anti-gravity handling,air handling,speed+MT,Pareto Optimal?
Rosalina/Link/King Boo/Link (Breath of the Wild),Circuit Special/B Dasher/P-Wing,Slick/Cyber Slick,Super Glider/Waddle Wing/Hylian Kite,14,4,17,5,6,18,10,16,12,7,4,8,5,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Circuit Special/B Dasher/P-Wing,Slick/Cyber Slick,Cloud Glider/Parachute/Flower Glider/Paper Glider,13,5,17,5,7,17,10,17,11,7,4,8,6,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Circuit Special/B Dasher/P-Wing,Slick/Cyber Slick,Wario Wing/Plane Glider/Gold Glider/Paraglider,15,4,18,4,6,18,9,17,12,7,5,7,5,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Circuit Special/B Dasher/P-Wing,Slick/Cyber Slick,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,14,5,18,4,7,17,9,17,11,7,5,7,6,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Circuit Special/B Dasher/P-Wing,Metal/Gold Tires,Super Glider/Waddle Wing/Hylian Kite,15,3,14,7,6,18,13,13,14,7,6,7,4,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Circuit Special/B Dasher/P-Wing,Metal/Gold Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,14,4,14,7,7,17,13,14,13,7,6,7,5,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Circuit Special/B Dasher/P-Wing,Metal/Gold Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,16,3,15,6,6,18,12,14,14,7,7,6,4,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Circuit Special/B Dasher/P-Wing,Metal/Gold Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,15,4,15,6,7,17,12,14,13,7,7,6,5,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Circuit Special/B Dasher/P-Wing,Button/Leaf Tires,Super Glider/Waddle Wing/Hylian Kite,11,8,14,8,10,15,12,14,14,8,7,10,6,25,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Circuit Special/B Dasher/P-Wing,Button/Leaf Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,10,9,14,8,11,14,12,15,13,8,7,10,7,25,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Circuit Special/B Dasher/P-Wing,Button/Leaf Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,12,8,15,7,10,15,11,15,14,8,8,9,6,25,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Circuit Special/B Dasher/P-Wing,Button/Leaf Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,11,9,15,7,11,14,11,15,13,8,8,9,7,25,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Circuit Special/B Dasher/P-Wing,Off-Road/Retro Off-Road/Triforce Tires,Super Glider/Waddle Wing/Hylian Kite,14,6,16,11,7,17,14,14,13,6,5,8,6,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Circuit Special/B Dasher/P-Wing,Off-Road/Retro Off-Road/Triforce Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,13,7,16,11,8,16,14,15,12,6,5,8,7,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Circuit Special/B Dasher/P-Wing,Off-Road/Retro Off-Road/Triforce Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,15,6,17,10,7,17,13,15,13,6,6,7,6,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Circuit Special/B Dasher/P-Wing,Off-Road/Retro Off-Road/Triforce Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,14,7,17,10,8,16,13,15,12,6,6,7,7,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Circuit Special/B Dasher/P-Wing,Sponge/Cushion,Super Glider/Waddle Wing/Hylian Kite,12,7,15,11,10,15,11,13,16,7,5,8,7,25,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Circuit Special/B Dasher/P-Wing,Sponge/Cushion,Cloud Glider/Parachute/Flower Glider/Paper Glider,11,8,15,11,11,14,11,14,15,7,5,8,8,25,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Circuit Special/B Dasher/P-Wing,Sponge/Cushion,Wario Wing/Plane Glider/Gold Glider/Paraglider,13,7,16,10,10,15,10,14,16,7,6,7,7,25,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Circuit Special/B Dasher/P-Wing,Sponge/Cushion,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,12,8,16,10,11,14,10,14,15,7,6,7,8,25,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Badwagon/Standard ATV/GLA,Standard/Blue Standard/GLA Tires,Super Glider/Waddle Wing/Hylian Kite,14,6,14,14,8,16,14,13,14,7,7,8,7,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Badwagon/Standard ATV/GLA,Standard/Blue Standard/GLA Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,13,7,14,14,9,15,14,14,13,7,7,8,8,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Badwagon/Standard ATV/GLA,Standard/Blue Standard/GLA Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,15,6,15,13,8,16,13,14,14,7,8,7,7,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Badwagon/Standard ATV/GLA,Standard/Blue Standard/GLA Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,14,7,15,13,9,15,13,14,13,7,8,7,8,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Badwagon/Standard ATV/GLA,Monster/Hot Monster/Ancient Tires,Super Glider/Waddle Wing/Hylian Kite,16,4,15,16,7,16,13,13,12,4,5,5,5,23,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Badwagon/Standard ATV/GLA,Monster/Hot Monster/Ancient Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,15,5,15,16,8,15,13,14,11,4,5,5,6,23,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Badwagon/Standard ATV/GLA,Monster/Hot Monster/Ancient Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,17,4,16,15,7,16,12,14,12,4,6,4,5,23,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Badwagon/Standard ATV/GLA,Monster/Hot Monster/Ancient Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,16,5,16,15,8,15,12,14,11,4,6,4,6,23,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Badwagon/Standard ATV/GLA,Roller/Azure Roller,Super Glider/Waddle Wing/Hylian Kite,12,8,12,13,10,14,14,11,14,8,8,9,8,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Badwagon/Standard ATV/GLA,Roller/Azure Roller,Cloud Glider/Parachute/Flower Glider/Paper Glider,11,9,12,13,11,13,14,12,13,8,8,9,9,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Badwagon/Standard ATV/GLA,Roller/Azure Roller,Wario Wing/Plane Glider/Gold Glider/Paraglider,13,8,13,12,10,14,13,12,14,8,9,8,8,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Badwagon/Standard ATV/GLA,Roller/Azure Roller,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,12,9,13,12,11,13,13,12,13,8,9,8,9,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Badwagon/Standard ATV/GLA,Slim/Wood/Crimson Slim,Super Glider/Waddle Wing/Hylian Kite,14,4,16,10,7,17,13,15,13,8,8,8,8,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Badwagon/Standard ATV/GLA,Slim/Wood/Crimson Slim,Cloud Glider/Parachute/Flower Glider/Paper Glider,13,5,16,10,8,16,13,16,12,8,8,8,9,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Badwagon/Standard ATV/GLA,Slim/Wood/Crimson Slim,Wario Wing/Plane Glider/Gold Glider/Paraglider,15,4,17,9,7,17,12,16,13,8,9,7,8,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Badwagon/Standard ATV/GLA,Slim/Wood/Crimson Slim,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,14,5,17,9,8,16,12,16,12,8,9,7,9,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Badwagon/Standard ATV/GLA,Slick/Cyber Slick,Super Glider/Waddle Wing/Hylian Kite,15,3,16,9,5,18,11,15,11,6,4,7,5,23,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Badwagon/Standard ATV/GLA,Slick/Cyber Slick,Cloud Glider/Parachute/Flower Glider/Paper Glider,14,4,16,9,6,17,11,16,10,6,4,7,6,23,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Badwagon/Standard ATV/GLA,Slick/Cyber Slick,Wario Wing/Plane Glider/Gold Glider/Paraglider,16,3,17,8,5,18,10,16,11,6,5,6,5,23,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Badwagon/Standard ATV/GLA,Slick/Cyber Slick,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,15,4,17,8,6,17,10,16,10,6,5,6,6,23,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Badwagon/Standard ATV/GLA,Metal/Gold Tires,Super Glider/Waddle Wing/Hylian Kite,16,2,13,11,5,18,14,12,13,6,6,6,4,23,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Badwagon/Standard ATV/GLA,Metal/Gold Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,15,3,13,11,6,17,14,13,12,6,6,6,5,23,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Badwagon/Standard ATV/GLA,Metal/Gold Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,17,2,14,10,5,18,13,13,13,6,7,5,4,23,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Badwagon/Standard ATV/GLA,Metal/Gold Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,16,3,14,10,6,17,13,13,12,6,7,5,5,23,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Badwagon/Standard ATV/GLA,Button/Leaf Tires,Super Glider/Waddle Wing/Hylian Kite,12,7,13,12,9,15,13,13,13,7,7,9,6,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Badwagon/Standard ATV/GLA,Button/Leaf Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,11,8,13,12,10,14,13,14,12,7,7,9,7,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Badwagon/Standard ATV/GLA,Button/Leaf Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,13,7,14,11,9,15,12,14,13,7,8,8,6,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Badwagon/Standard ATV/GLA,Button/Leaf Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,12,8,14,11,10,14,12,14,12,7,8,8,7,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Badwagon/Standard ATV/GLA,Off-Road/Retro Off-Road/Triforce Tires,Super Glider/Waddle Wing/Hylian Kite,15,5,15,15,6,17,15,13,12,5,5,7,6,23,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Badwagon/Standard ATV/GLA,Off-Road/Retro Off-Road/Triforce Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,14,6,15,15,7,16,15,14,11,5,5,7,7,23,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Badwagon/Standard ATV/GLA,Off-Road/Retro Off-Road/Triforce Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,16,5,16,14,6,17,14,14,12,5,6,6,6,23,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Badwagon/Standard ATV/GLA,Off-Road/Retro Off-Road/Triforce Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,15,6,16,14,7,16,14,14,11,5,6,6,7,23,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Badwagon/Standard ATV/GLA,Sponge/Cushion,Super Glider/Waddle Wing/Hylian Kite,13,6,14,15,9,15,12,12,15,6,5,7,7,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Badwagon/Standard ATV/GLA,Sponge/Cushion,Cloud Glider/Parachute/Flower Glider/Paper Glider,12,7,14,15,10,14,12,13,14,6,5,7,8,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Badwagon/Standard ATV/GLA,Sponge/Cushion,Wario Wing/Plane Glider/Gold Glider/Paraglider,14,6,15,14,9,15,11,13,15,6,6,6,7,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Badwagon/Standard ATV/GLA,Sponge/Cushion,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,13,7,15,14,10,14,11,13,14,6,6,6,8,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Prancer/Sport Bike/Jet Bike,Standard/Blue Standard/GLA Tires,Super Glider/Waddle Wing/Hylian Kite,11,8,13,11,11,15,15,13,16,10,9,9,10,26,true
Rosalina/Link/King Boo/Link (Breath of the Wild),Prancer/Sport Bike/Jet Bike,Standard/Blue Standard/GLA Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,10,9,13,11,12,14,15,14,15,10,9,9,11,26,true
Rosalina/Link/King Boo/Link (Breath of the Wild),Prancer/Sport Bike/Jet Bike,Standard/Blue Standard/GLA Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,12,8,14,10,11,15,14,14,16,10,10,8,10,26,true
Rosalina/Link/King Boo/Link (Breath of the Wild),Prancer/Sport Bike/Jet Bike,Standard/Blue Standard/GLA Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,11,9,14,10,12,14,14,14,15,10,10,8,11,26,true
Rosalina/Link/King Boo/Link (Breath of the Wild),Prancer/Sport Bike/Jet Bike,Monster/Hot Monster/Ancient Tires,Super Glider/Waddle Wing/Hylian Kite,13,6,14,13,10,15,14,13,14,7,7,6,8,25,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Prancer/Sport Bike/Jet Bike,Monster/Hot Monster/Ancient Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,12,7,14,13,11,14,14,14,13,7,7,6,9,25,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Prancer/Sport Bike/Jet Bike,Monster/Hot Monster/Ancient Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,14,6,15,12,10,15,13,14,14,7,8,5,8,25,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Prancer/Sport Bike/Jet Bike,Monster/Hot Monster/Ancient Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,13,7,15,12,11,14,13,14,13,7,8,5,9,25,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Prancer/Sport Bike/Jet Bike,Roller/Azure Roller,Super Glider/Waddle Wing/Hylian Kite,9,10,11,10,13,13,15,11,16,11,10,10,11,26,true
Rosalina/Link/King Boo/Link (Breath of the Wild),Prancer/Sport Bike/Jet Bike,Roller/Azure Roller,Cloud Glider/Parachute/Flower Glider/Paper Glider,8,11,11,10,14,12,15,12,15,11,10,10,12,26,true
Rosalina/Link/King Boo/Link (Breath of the Wild),Prancer/Sport Bike/Jet Bike,Roller/Azure Roller,Wario Wing/Plane Glider/Gold Glider/Paraglider,10,10,12,9,13,13,14,12,16,11,11,9,11,26,true
Rosalina/Link/King Boo/Link (Breath of the Wild),Prancer/Sport Bike/Jet Bike,Roller/Azure Roller,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,9,11,12,9,14,12,14,12,15,11,11,9,12,26,true
Rosalina/Link/King Boo/Link (Breath of the Wild),Prancer/Sport Bike/Jet Bike,Slim/Wood/Crimson Slim,Super Glider/Waddle Wing/Hylian Kite,11,6,15,7,10,16,14,15,15,11,10,9,11,26,true
Rosalina/Link/King Boo/Link (Breath of the Wild),Prancer/Sport Bike/Jet Bike,Slim/Wood/Crimson Slim,Cloud Glider/Parachute/Flower Glider/Paper Glider,10,7,15,7,11,15,14,16,14,11,10,9,12,26,true
Rosalina/Link/King Boo/Link (Breath of the Wild),Prancer/Sport Bike/Jet Bike,Slim/Wood/Crimson Slim,Wario Wing/Plane Glider/Gold Glider/Paraglider,12,6,16,6,10,16,13,16,15,11,11,8,11,26,true
Rosalina/Link/King Boo/Link (Breath of the Wild),Prancer/Sport Bike/Jet Bike,Slim/Wood/Crimson Slim,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,11,7,16,6,11,15,13,16,14,11,11,8,12,26,true
Rosalina/Link/King Boo/Link (Breath of the Wild),Prancer/Sport Bike/Jet Bike,Slick/Cyber Slick,Super Glider/Waddle Wing/Hylian Kite,12,5,15,6,8,17,12,15,13,9,6,8,8,25,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Prancer/Sport Bike/Jet Bike,Slick/Cyber Slick,Cloud Glider/Parachute/Flower Glider/Paper Glider,11,6,15,6,9,16,12,16,12,9,6,8,9,25,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Prancer/Sport Bike/Jet Bike,Slick/Cyber Slick,Wario Wing/Plane Glider/Gold Glider/Paraglider,13,5,16,5,8,17,11,16,13,9,7,7,8,25,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Prancer/Sport Bike/Jet Bike,Slick/Cyber Slick,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,12,6,16,5,9,16,11,16,12,9,7,7,9,25,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Prancer/Sport Bike/Jet Bike,Metal/Gold Tires,Super Glider/Waddle Wing/Hylian Kite,13,4,12,8,8,17,15,12,15,9,8,7,7,25,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Prancer/Sport Bike/Jet Bike,Metal/Gold Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,12,5,12,8,9,16,15,13,14,9,8,7,8,25,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Prancer/Sport Bike/Jet Bike,Metal/Gold Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,14,4,13,7,8,17,14,13,15,9,9,6,7,25,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Prancer/Sport Bike/Jet Bike,Metal/Gold Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,13,5,13,7,9,16,14,13,14,9,9,6,8,25,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Prancer/Sport Bike/Jet Bike,Button/Leaf Tires,Super Glider/Waddle Wing/Hylian Kite,9,9,12,9,12,14,14,13,15,10,9,10,9,26,true
Rosalina/Link/King Boo/Link (Breath of the Wild),Prancer/Sport Bike/Jet Bike,Button/Leaf Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,8,10,12,9,13,13,14,14,14,10,9,10,10,26,true
Rosalina/Link/King Boo/Link (Breath of the Wild),Prancer/Sport Bike/Jet Bike,Button/Leaf Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,10,9,13,8,12,14,13,14,15,10,10,9,9,26,true
Rosalina/Link/King Boo/Link (Breath of the Wild),Prancer/Sport Bike/Jet Bike,Button/Leaf Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,9,10,13,8,13,13,13,14,14,10,10,9,10,26,true
Rosalina/Link/King Boo/Link (Breath of the Wild),Prancer/Sport Bike/Jet Bike,Off-Road/Retro Off-Road/Triforce Tires,Super Glider/Waddle Wing/Hylian Kite,12,7,14,12,9,16,16,13,14,8,7,8,9,25,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Prancer/Sport Bike/Jet Bike,Off-Road/Retro Off-Road/Triforce Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,11,8,14,12,10,15,16,14,13,8,7,8,10,25,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Prancer/Sport Bike/Jet Bike,Off-Road/Retro Off-Road/Triforce Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,13,7,15,11,9,16,15,14,14,8,8,7,9,25,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Prancer/Sport Bike/Jet Bike,Off-Road/Retro Off-Road/Triforce Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,12,8,15,11,10,15,15,14,13,8,8,7,10,25,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Prancer/Sport Bike/Jet Bike,Sponge/Cushion,Super Glider/Waddle Wing/Hylian Kite,10,8,13,12,12,14,13,12,17,9,7,8,10,26,true
Rosalina/Link/King Boo/Link (Breath of the Wild),Prancer/Sport Bike/Jet Bike,Sponge/Cushion,Cloud Glider/Parachute/Flower Glider/Paper Glider,9,9,13,12,13,13,13,13,16,9,7,8,11,26,true
Rosalina/Link/King Boo/Link (Breath of the Wild),Prancer/Sport Bike/Jet Bike,Sponge/Cushion,Wario Wing/Plane Glider/Gold Glider/Paraglider,11,8,14,11,12,14,12,13,17,9,8,7,10,26,true
Rosalina/Link/King Boo/Link (Breath of the Wild),Prancer/Sport Bike/Jet Bike,Sponge/Cushion,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,10,9,14,11,13,13,12,13,16,9,8,7,11,26,true
Rosalina/Link/King Boo/Link (Breath of the Wild),Biddybuggy/Mr. Scooty,Standard/Blue Standard/GLA Tires,Super Glider/Waddle Wing/Hylian Kite,10,13,13,13,14,11,13,12,14,12,10,12,11,25,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Biddybuggy/Mr. Scooty,Standard/Blue Standard/GLA Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,9,14,13,13,15,10,13,13,13,12,10,12,12,25,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Biddybuggy/Mr. Scooty,Standard/Blue Standard/GLA Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,11,13,14,12,14,11,12,13,14,12,11,11,11,25,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Biddybuggy/Mr. Scooty,Standard/Blue Standard/GLA Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,10,14,14,12,15,10,12,13,13,12,11,11,12,25,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Biddybuggy/Mr. Scooty,Monster/Hot Monster/Ancient Tires,Super Glider/Waddle Wing/Hylian Kite,12,11,14,15,13,11,12,12,12,9,8,9,9,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Biddybuggy/Mr. Scooty,Monster/Hot Monster/Ancient Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,11,12,14,15,14,10,12,13,11,9,8,9,10,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Biddybuggy/Mr. Scooty,Monster/Hot Monster/Ancient Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,13,11,15,14,13,11,11,13,12,9,9,8,9,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Biddybuggy/Mr. Scooty,Monster/Hot Monster/Ancient Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,12,12,15,14,14,10,11,13,11,9,9,8,10,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Biddybuggy/Mr. Scooty,Roller/Azure Roller,Super Glider/Waddle Wing/Hylian Kite,8,15,11,12,16,9,13,10,14,13,11,13,12,25,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Biddybuggy/Mr. Scooty,Roller/Azure Roller,Cloud Glider/Parachute/Flower Glider/Paper Glider,7,16,11,12,17,8,13,11,13,13,11,13,13,25,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Biddybuggy/Mr. Scooty,Roller/Azure Roller,Wario Wing/Plane Glider/Gold Glider/Paraglider,9,15,12,11,16,9,12,11,14,13,12,12,12,25,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Biddybuggy/Mr. Scooty,Roller/Azure Roller,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,8,16,12,11,17,8,12,11,13,13,12,12,13,25,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Biddybuggy/Mr. Scooty,Slim/Wood/Crimson Slim,Super Glider/Waddle Wing/Hylian Kite,10,11,15,9,13,12,12,14,13,13,11,12,12,25,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Biddybuggy/Mr. Scooty,Slim/Wood/Crimson Slim,Cloud Glider/Parachute/Flower Glider/Paper Glider,9,12,15,9,14,11,12,15,12,13,11,12,13,25,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Biddybuggy/Mr. Scooty,Slim/Wood/Crimson Slim,Wario Wing/Plane Glider/Gold Glider/Paraglider,11,11,16,8,13,12,11,15,13,13,12,11,12,25,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Biddybuggy/Mr. Scooty,Slim/Wood/Crimson Slim,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,10,12,16,8,14,11,11,15,12,13,12,11,13,25,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Biddybuggy/Mr. Scooty,Slick/Cyber Slick,Super Glider/Waddle Wing/Hylian Kite,11,10,15,8,11,13,10,14,11,11,7,11,9,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Biddybuggy/Mr. Scooty,Slick/Cyber Slick,Cloud Glider/Parachute/Flower Glider/Paper Glider,10,11,15,8,12,12,10,15,10,11,7,11,10,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Biddybuggy/Mr. Scooty,Slick/Cyber Slick,Wario Wing/Plane Glider/Gold Glider/Paraglider,12,10,16,7,11,13,9,15,11,11,8,10,9,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Biddybuggy/Mr. Scooty,Slick/Cyber Slick,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,11,11,16,7,12,12,9,15,10,11,8,10,10,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Biddybuggy/Mr. Scooty,Metal/Gold Tires,Super Glider/Waddle Wing/Hylian Kite,12,9,12,10,11,13,13,11,13,11,9,10,8,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Biddybuggy/Mr. Scooty,Metal/Gold Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,11,10,12,10,12,12,13,12,12,11,9,10,9,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Biddybuggy/Mr. Scooty,Metal/Gold Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,13,9,13,9,11,13,12,12,13,11,10,9,8,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Biddybuggy/Mr. Scooty,Metal/Gold Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,12,10,13,9,12,12,12,12,12,11,10,9,9,24,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Biddybuggy/Mr. Scooty,Button/Leaf Tires,Super Glider/Waddle Wing/Hylian Kite,8,14,12,11,15,10,12,12,13,12,10,13,10,25,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Biddybuggy/Mr. Scooty,Button/Leaf Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,7,15,12,11,16,9,12,13,12,12,10,13,11,25,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Biddybuggy/Mr. Scooty,Button/Leaf Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,9,14,13,10,15,10,11,13,13,12,11,12,10,25,false
Rosalina/Link/King Boo/Link (Breath of the Wild),Biddybuggy/Mr. Scooty,Button/Leaf Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,8,15,13,10,16,9,11,13,12,12,11,12,11,25,false
